age,income,loan_amount,credit_history_years,existing_loans,employment_years,debt_to_income,default
22,65944.18,7357.8,10,4,16,0.112,0
46,40203.09,20063.34,1,4,5,0.499,1
33,56291.55,25007.08,14,1,28,0.444,0
51,64786.92,3577.02,4,3,10,0.055,0
54,37854.9,18717.27,17,2,26,0.494,0
59,38144.93,4106.2,20,4,4,0.108,0
23,77386.58,24574.04,20,3,6,0.318,0
28,48412.23,16845.59,15,2,6,0.348,1
43,60182.78,20037.29,3,4,3,0.333,1
34,60031.22,13260.45,22,0,20,0.221,0
47,26040.25,1000.0,9,4,9,0.038,0
49,34782.48,11468.54,21,2,29,0.33,0
59,57506.95,22438.72,1,3,23,0.39,1
59,10000.0,30949.03,14,0,17,3.0,1
21,45774.05,17258.32,3,2,0,0.377,1
37,32694.32,9509.18,15,2,13,0.291,0
61,72210.12,19285.62,6,4,5,0.267,0
50,56922.31,21719.16,24,1,10,0.382,0
33,73824.93,16062.03,24,1,13,0.218,0
41,49217.51,15569.71,11,0,19,0.316,0
39,47722.22,16708.87,2,2,28,0.35,0
39,43901.41,15348.4,16,3,25,0.35,0
45,39938.61,17382.25,8,0,2,0.435,1
42,103693.13,29620.51,7,0,15,0.286,0
51,66143.39,1000.0,22,4,15,0.015,0
37,28676.23,13092.35,5,3,6,0.457,1
43,102786.18,7541.17,14,2,7,0.073,0
52,41900.4,24446.42,9,2,26,0.583,1
30,56423.04,13872.94,22,2,27,0.246,0
30,68791.95,19477.64,24,0,3,0.283,0
56,19240.92,26418.45,5,4,11,1.373,1
28,33453.46,6351.92,14,0,11,0.19,0
40,82963.3,10779.86,13,1,9,0.13,0
52,45503.43,25592.66,18,1,11,0.562,0
34,69973.4,6031.5,12,2,10,0.086,0
48,40930.63,11049.76,13,4,10,0.27,0
44,48098.81,2197.16,2,2,14,0.046,0
35,85705.14,25906.91,3,2,5,0.302,1
42,58750.24,10350.03,13,0,28,0.176,0
50,43103.04,17809.28,13,2,26,0.413,0
24,36332.73,20407.84,7,2,10,0.562,1
33,38162.49,8574.11,9,4,1,0.225,0
43,74831.2,1000.0,8,4,23,0.013,0
28,65309.97,13244.29,13,4,21,0.203,0
38,27026.47,13113.38,7,2,26,0.485,0
32,51743.57,14515.97,10,4,8,0.281,1
51,48663.67,14560.14,9,4,10,0.299,0
34,56321.86,11009.82,17,3,15,0.195,0
54,37928.58,10699.7,3,3,12,0.282,0
38,71956.11,17381.63,3,1,12,0.242,0
54,49973.21,8409.14,11,0,21,0.168,0
31,57468.73,14237.41,17,0,21,0.248,0
61,34306.2,10496.33,7,4,27,0.306,0
32,35313.74,17364.84,2,1,17,0.492,1
35,103150.22,23868.61,17,1,20,0.231,0
51,86001.6,24195.02,6,3,24,0.281,0
49,48606.38,25314.33,0,1,0,0.521,1
46,80660.08,12327.26,21,2,19,0.153,0
38,74254.75,12999.62,12,4,9,0.175,0
52,37495.78,4848.38,2,2,25,0.129,0
42,35501.34,12259.61,2,0,29,0.345,0
58,63373.53,12545.3,14,3,18,0.198,0
37,55201.21,10062.82,20,2,16,0.182,0
43,41959.91,10025.65,18,4,0,0.239,0
44,64424.53,1418.41,3,2,0,0.022,0
28,21150.34,4264.7,12,2,16,0.202,0
61,52300.03,15356.35,12,1,14,0.294,0
26,25221.53,15656.59,14,3,28,0.621,1
25,25880.17,18864.45,18,0,1,0.729,1
64,35864.7,12928.84,15,4,10,0.36,0
49,57265.75,15093.23,6,4,20,0.264,1
48,36495.26,25004.08,2,0,1,0.685,1
31,25637.83,14576.79,19,4,19,0.569,1
21,59544.98,9943.45,1,1,8,0.167,0
63,79854.94,5472.42,17,2,18,0.069,0
39,62777.01,21379.84,24,1,1,0.341,0
29,86035.97,1373.26,10,1,15,0.016,0
47,78183.57,8292.65,0,1,19,0.106,0
54,40251.44,18348.63,15,0,8,0.456,0
64,62643.2,1000.0,16,3,19,0.016,0
24,48167.38,10085.16,15,0,27,0.209,0
56,71242.0,16033.34,9,0,20,0.225,0
38,48163.77,11933.3,16,1,3,0.248,0
35,34226.07,7138.49,2,3,28,0.209,0
33,77468.12,10252.45,17,0,23,0.132,0
39,56355.91,21535.87,18,3,29,0.382,0
26,36729.41,29651.02,13,1,12,0.807,1
32,40025.47,16115.91,20,0,14,0.403,0
57,36601.59,1000.0,24,3,19,0.027,0
37,29965.05,19544.82,1,4,1,0.652,1
43,40449.69,11828.93,11,0,27,0.292,0
46,57460.42,6236.62,10,0,19,0.109,0
49,51281.21,8597.82,16,0,17,0.168,0
53,41235.66,8937.68,5,3,24,0.217,0
47,79910.15,3713.22,18,2,26,0.046,0
45,10000.0,14495.45,12,0,29,1.45,1
30,56122.72,29625.17,6,4,23,0.528,1
43,47144.81,6206.47,21,4,8,0.132,0
41,30596.38,29378.78,10,1,19,0.96,1
41,57289.09,16664.93,6,2,0,0.291,1
63,45605.04,14256.82,12,2,2,0.313,0
33,74941.47,12424.32,12,3,22,0.166,0
57,67361.3,8550.85,20,1,16,0.127,0
53,88122.61,17334.82,0,3,10,0.197,1
44,40333.64,19175.83,18,1,23,0.475,0
64,77931.09,1000.0,18,2,24,0.013,0
31,26682.9,35344.31,22,3,7,1.325,1
37,47787.27,1000.0,14,1,20,0.021,0
24,40695.06,10821.37,13,2,11,0.266,0
45,62048.91,1000.0,2,2,10,0.016,0
50,61565.52,12856.73,20,0,29,0.209,0
29,31987.61,11308.29,19,3,27,0.354,0
41,63163.84,10906.45,3,0,12,0.173,0
40,42390.22,17434.67,6,2,14,0.411,1
39,33664.05,13049.51,0,3,24,0.388,0
39,49764.37,19307.35,22,3,19,0.388,0
32,20463.12,5101.35,23,4,24,0.249,0
57,68626.13,15619.07,18,1,16,0.228,0
62,48887.58,9946.55,2,4,11,0.203,0
37,49325.09,12037.28,19,4,26,0.244,0
57,48256.67,17162.79,14,2,18,0.356,0
59,82937.0,10965.55,12,1,19,0.132,0
48,80377.55,14158.67,21,4,10,0.176,0
61,77015.22,5766.04,13,4,9,0.075,0
55,48299.17,23764.1,6,3,16,0.492,1
38,27687.5,20827.55,0,2,27,0.752,1
34,49680.41,15799.87,12,4,21,0.318,0
55,56288.01,13058.72,3,1,12,0.232,0
64,66252.21,14165.03,11,0,15,0.214,0
61,56223.65,23592.19,6,0,19,0.42,0
27,29470.11,20260.84,1,2,19,0.688,1
61,39291.69,23726.75,16,0,16,0.604,0
33,37477.27,12264.87,0,3,4,0.327,1
38,60781.06,18867.19,13,3,8,0.31,1
57,61271.95,24509.39,21,1,21,0.4,0
33,63892.64,7590.83,20,2,23,0.119,0
56,56020.72,7087.66,0,2,26,0.127,0
51,10000.0,17201.64,2,0,3,1.72,1
22,15482.81,5120.46,10,4,8,0.331,1
36,47196.25,1000.0,6,4,15,0.021,0
29,51961.56,24397.17,24,4,6,0.47,1
29,75073.31,25791.19,8,1,13,0.344,0
58,51555.9,5559.84,21,2,13,0.108,0
31,30481.01,3544.11,2,0,6,0.116,0
42,63243.3,9774.48,0,1,23,0.155,0
53,49654.97,25022.47,18,3,15,0.504,1
56,41958.9,11714.09,1,3,17,0.279,0
43,17708.01,15757.56,20,3,27,0.89,1
54,51703.74,17599.37,23,2,5,0.34,0
29,54576.36,16390.78,4,3,6,0.3,1
44,30077.07,26952.57,16,4,18,0.896,1
28,64887.16,9240.87,18,3,7,0.142,0
27,63095.94,14182.35,4,1,0,0.225,0
56,50978.25,16859.41,22,3,16,0.331,0
38,50234.46,14608.03,20,4,25,0.291,0
23,68920.75,5247.19,13,3,18,0.076,0
48,57350.61,3219.72,9,0,21,0.056,0
26,35954.89,3052.18,20,4,6,0.085,0
64,46047.03,20810.04,6,2,17,0.452,0
64,61136.99,8436.78,7,3,29,0.138,0
41,10000.0,18754.2,7,1,5,1.875,1
48,31369.48,15693.94,6,3,27,0.5,1
60,63642.75,7201.14,12,1,20,0.113,0
21,74177.55,7400.81,13,0,5,0.1,0
56,70420.97,16072.11,18,2,0,0.228,0
41,67865.87,15621.48,10,4,29,0.23,0
63,52594.88,18936.26,1,4,9,0.36,1
55,29421.93,11339.96,16,2,22,0.385,0
33,46067.53,8226.34,5,0,7,0.179,0
30,10134.62,15878.96,8,0,29,1.567,1
64,76013.12,26359.35,18,3,6,0.347,0
30,33657.74,1000.0,4,0,8,0.03,0
33,39333.08,8607.58,8,3,0,0.219,0
57,71172.38,19723.52,24,1,25,0.277,0
58,17707.46,16731.89,6,2,24,0.945,1
44,26211.95,19840.15,3,1,10,0.757,1
22,55359.43,11562.76,17,1,26,0.209,0
42,60407.61,2104.67,17,1,28,0.035,0
37,48565.98,28371.94,19,1,2,0.584,1
56,49218.34,23670.69,16,4,17,0.481,1
34,75367.56,14806.57,3,0,5,0.196,0
30,62726.37,8266.72,21,2,10,0.132,0
55,60023.4,11075.46,15,2,4,0.185,0
45,65512.93,16832.67,21,1,19,0.257,0
23,43988.19,12986.94,22,2,3,0.295,0
58,93463.31,14884.01,4,3,7,0.159,0
37,10000.0,27881.1,8,2,9,2.788,1
32,79158.42,22389.4,1,1,28,0.283,0
44,68042.15,5633.77,1,2,2,0.083,0
49,54965.77,15615.35,3,0,12,0.284,0
63,51600.58,10837.09,19,1,16,0.21,0
45,46888.93,17383.55,19,4,4,0.371,0
56,72068.87,14493.35,16,0,7,0.201,0
46,49202.71,38741.59,19,2,18,0.787,1
58,35442.31,18434.09,20,4,17,0.52,1
21,68039.66,13926.53,24,0,0,0.205,0
40,81695.32,29744.05,18,3,28,0.364,0
48,11456.62,16644.4,2,0,3,1.453,1
36,97141.84,2850.21,4,4,26,0.029,0
37,29265.37,14004.42,9,3,17,0.479,0
60,30794.03,19909.63,5,2,13,0.647,1
48,25102.21,18876.24,2,1,23,0.752,1
32,50016.98,23041.4,16,2,10,0.461,1
47,24405.63,16229.73,9,1,28,0.665,1
62,26834.8,15664.89,23,1,25,0.584,0
50,36229.0,3780.2,11,4,27,0.104,0
61,52769.11,27227.38,0,3,8,0.516,1
54,54697.07,12555.17,17,3,12,0.23,0
57,74823.95,7163.72,18,0,25,0.096,0
26,74362.98,36023.26,21,2,16,0.484,0
27,70492.23,28440.69,19,4,14,0.403,1
52,44767.66,11418.01,3,2,1,0.255,1
52,13176.36,1000.0,14,0,5,0.076,0
45,12733.71,9252.23,8,0,28,0.727,0
53,70354.6,27633.08,5,4,25,0.393,0
27,66875.09,16413.71,11,0,27,0.245,0
32,37665.91,4204.51,17,4,6,0.112,0
36,21185.27,21271.85,22,0,1,1.004,1
36,29056.98,13321.14,14,3,23,0.458,1
63,53493.89,9810.38,18,4,12,0.183,0
56,53531.22,10417.28,8,3,9,0.195,0
33,70850.63,25451.14,21,3,15,0.359,0
27,40992.91,19373.09,23,4,8,0.473,1
56,45119.28,3111.54,12,2,7,0.069,0
29,72506.43,17937.51,15,1,24,0.247,0
52,10000.0,15860.92,12,0,14,1.586,1
31,56349.06,11636.74,0,0,21,0.207,0
28,43315.42,12058.55,17,2,26,0.278,0
53,64255.2,8079.58,21,1,6,0.126,0
43,60252.13,9699.79,2,2,21,0.161,0
45,36073.81,17317.79,16,1,22,0.48,0
28,39853.3,12779.44,21,4,18,0.321,0
42,10000.0,19365.45,4,4,3,1.937,1
24,64999.83,8720.16,24,3,8,0.134,0
60,54795.48,20659.96,5,3,18,0.377,1
23,77970.25,25515.56,20,4,1,0.327,1
49,42012.0,14945.73,16,3,27,0.356,0
61,68286.71,19165.01,16,4,28,0.281,0
49,28601.48,19477.14,0,2,26,0.681,1
54,10000.0,10983.22,6,0,6,1.098,1
54,48109.72,19506.92,21,4,21,0.405,0
48,38666.36,1000.0,15,4,18,0.026,0
33,28983.57,1000.0,4,4,5,0.035,0
35,67962.11,12364.17,15,3,14,0.182,0
43,74164.93,20067.73,3,3,6,0.271,0
64,52108.43,14319.57,10,3,5,0.275,0
46,46349.62,20966.99,13,3,0,0.452,0
24,51254.17,5386.11,12,2,27,0.105,0
46,36941.48,22062.72,23,4,13,0.597,1
60,61251.92,28030.5,7,2,0,0.458,1
29,19212.56,9428.72,20,3,24,0.491,0
25,28538.44,21167.99,19,2,5,0.742,1
52,34174.78,15182.55,14,4,27,0.444,0
40,60827.11,18534.72,17,4,17,0.305,0
31,43950.2,28014.49,6,3,26,0.637,1
35,77207.81,17618.43,20,4,16,0.228,0
52,66066.2,21115.54,18,2,26,0.32,0
48,33978.14,4895.64,24,1,27,0.144,0
42,62669.32,20869.13,8,4,1,0.333,1
61,41835.86,27880.06,10,2,7,0.666,1
37,59463.61,7612.0,9,2,20,0.128,0
46,67035.44,12415.81,13,2,22,0.185,0
64,72294.29,20489.01,15,4,22,0.283,0
27,54040.43,18582.27,7,1,1,0.344,1
62,82002.47,4122.18,0,3,15,0.05,0
46,58826.29,16319.29,11,3,3,0.277,0
45,52701.04,12338.55,2,4,1,0.234,1
30,43949.71,7250.76,1,4,22,0.165,0
39,37373.82,25853.8,15,0,4,0.692,1
31,58397.67,15043.68,3,1,16,0.258,0
33,52015.15,22864.39,1,2,1,0.44,1
28,55216.51,5612.7,11,2,21,0.102,0
60,59614.92,19711.57,23,3,13,0.331,0
24,55132.03,23493.52,16,4,19,0.426,1
51,90265.91,13062.81,19,1,6,0.145,0
48,39440.7,11022.56,20,3,14,0.279,0
31,58645.87,4565.83,9,1,17,0.078,0
63,45446.14,8055.58,19,4,12,0.177,0
21,10000.0,11378.93,7,2,11,1.138,1
58,46130.54,7192.71,17,0,1,0.156,0
44,31270.06,8856.43,24,1,11,0.283,0
51,48663.55,16264.78,17,2,5,0.334,1
61,49471.95,17222.31,17,1,23,0.348,0
46,57707.16,23726.76,1,1,28,0.411,1
25,39396.41,8905.81,11,1,0,0.226,0
40,41898.14,15185.48,9,4,20,0.362,0
61,64013.87,11658.43,7,3,0,0.182,0
31,33818.83,11093.08,18,1,14,0.328,0
53,13230.94,12470.89,9,4,26,0.943,1
58,53140.63,13430.6,10,0,15,0.253,0
47,71416.97,17003.17,13,3,21,0.238,0
54,63783.61,12357.14,14,4,6,0.194,0
35,53509.68,24818.65,23,0,21,0.464,0
52,75012.91,1364.8,22,3,13,0.018,0
41,71640.34,23431.63,9,4,28,0.327,0
25,43381.71,12051.97,3,0,24,0.278,0
26,54950.43,13489.34,6,4,18,0.245,0
58,55809.2,14923.08,10,0,23,0.267,0
42,48264.99,20645.14,23,1,18,0.428,0
38,72684.95,7957.67,21,1,26,0.109,0
34,46957.19,9745.13,21,3,27,0.208,0
30,39994.42,19004.48,2,0,28,0.475,0
33,10000.0,1414.57,4,1,28,0.141,0
51,34033.92,14726.67,1,3,22,0.433,1
50,23691.64,8618.16,11,2,29,0.364,0
23,49192.08,6934.17,20,1,12,0.141,0
50,24926.21,1892.29,4,1,20,0.076,0
26,62173.69,21178.42,6,4,11,0.341,1
49,72168.75,16270.61,3,2,28,0.225,0
28,49376.86,9621.75,10,0,0,0.195,0
64,30319.65,13683.54,21,3,26,0.451,0
63,55728.01,6256.94,8,2,11,0.112,0
64,87869.5,10710.51,3,0,3,0.122,0
53,81649.61,13413.23,21,1,29,0.164,0
37,21878.43,15511.6,8,3,28,0.709,1
31,21136.38,18136.51,11,3,26,0.858,1
33,16009.27,1000.0,15,2,14,0.062,0
31,27260.41,18161.41,0,4,24,0.666,1
51,55031.85,1196.03,7,0,15,0.022,0
48,38866.11,18452.27,0,2,14,0.475,1
64,33226.6,13293.51,19,4,7,0.4,0
26,70782.2,23731.68,18,4,18,0.335,1
61,60601.86,9604.22,3,4,14,0.158,0
36,15905.95,21246.72,13,3,17,1.336,1
24,69634.49,5660.85,22,0,10,0.081,0
55,60120.69,15847.1,13,0,8,0.264,0
46,60565.27,1000.0,8,2,0,0.017,0
32,38590.52,22064.5,8,1,8,0.572,1
31,46253.92,28814.99,16,2,27,0.623,1
57,10545.57,9414.22,14,0,22,0.893,0
45,67339.73,15981.04,9,3,11,0.237,0
38,30021.46,18550.7,16,2,1,0.618,1
39,32587.42,2597.96,8,1,10,0.08,0
43,32317.17,9007.15,3,2,20,0.279,0
58,86008.02,8511.92,13,4,13,0.099,0
38,36625.92,34256.51,2,1,1,0.935,1
46,68845.21,23366.42,24,4,14,0.339,1
26,49520.16,13263.34,20,3,20,0.268,0
24,33417.81,21232.33,11,0,22,0.635,0
64,29792.0,16690.0,21,2,20,0.56,0
49,37422.88,19744.3,0,2,17,0.528,1
54,48510.77,6571.89,0,4,26,0.135,0
37,62034.74,25987.01,12,4,13,0.419,1
63,40580.17,8858.08,13,0,20,0.218,0
63,39831.77,9272.22,15,2,27,0.233,0
36,32376.9,19721.82,6,0,11,0.609,1
22,26119.16,17766.09,9,4,9,0.68,1
54,24446.18,15185.25,14,4,13,0.621,1
28,69760.58,21716.8,7,1,21,0.311,0
33,39423.22,5711.56,10,4,14,0.145,0
62,41194.48,29754.83,23,4,4,0.722,1
28,36667.75,10994.76,13,0,1,0.3,0
50,43662.87,14292.71,12,1,21,0.327,0
52,57421.48,29878.61,22,1,5,0.52,1
56,40262.38,9324.48,12,2,11,0.232,0
50,53614.8,23184.34,8,3,1,0.432,1
21,78364.17,13285.42,16,2,28,0.17,0
63,33606.72,8265.32,17,2,28,0.246,0
59,41210.63,11930.09,18,2,3,0.289,0
37,62821.21,19530.24,12,1,6,0.311,0
40,79945.92,23114.13,11,0,15,0.289,0
44,25153.79,16804.85,20,4,0,0.668,1
42,15983.92,2216.45,19,1,0,0.139,0
49,49987.87,20084.25,19,4,13,0.402,1
42,47922.46,13862.95,7,4,10,0.289,0
64,64003.39,6180.14,23,3,11,0.097,0
29,60951.21,17771.15,10,2,10,0.292,0
57,49320.74,24070.72,6,3,5,0.488,1
30,70984.3,15053.75,0,2,22,0.212,0
56,36379.65,22386.66,9,1,11,0.615,0
57,54231.62,18699.17,14,4,20,0.345,0
48,25685.86,18802.43,3,3,11,0.732,1
48,49157.43,12556.1,0,1,9,0.255,0
62,20777.37,21549.57,10,1,7,1.037,1
63,27683.13,22313.43,4,2,26,0.806,1
41,84189.04,21341.34,18,4,19,0.253,0
44,13509.25,12489.71,18,2,18,0.925,1
62,45666.97,22880.64,3,2,6,0.501,1
60,66544.3,18090.52,1,1,13,0.272,0
22,94427.11,7221.4,6,2,3,0.076,0
28,53541.5,11948.06,12,0,0,0.223,0
47,54684.4,10756.73,19,4,26,0.197,0
42,50793.71,1000.0,20,2,7,0.02,0
57,71144.69,23027.3,11,2,4,0.324,1
47,58634.07,39809.49,1,3,28,0.679,1
49,38498.24,24666.78,21,4,7,0.641,1
23,72310.23,16302.87,8,4,7,0.225,0
64,40756.19,10873.45,15,2,27,0.267,0
33,18030.08,7599.33,7,0,20,0.421,0
30,18093.51,16205.16,23,3,23,0.896,1
56,45978.64,22746.45,17,0,6,0.495,0
29,52060.83,9603.34,3,2,28,0.184,0
47,69112.59,35514.08,23,4,18,0.514,1
54,62816.33,3928.05,10,4,3,0.063,0
21,51597.02,16795.99,16,0,26,0.326,0
52,70230.21,15562.35,7,1,27,0.222,0
45,50254.76,15053.01,18,2,28,0.3,0
49,24190.28,10449.16,7,4,22,0.432,1
27,19830.95,15659.73,5,1,19,0.79,1
23,75573.75,11401.83,22,4,5,0.151,0
40,10000.0,25303.12,1,4,11,2.53,1
40,45985.19,27966.19,14,1,17,0.608,1
50,109635.87,11891.65,0,0,11,0.108,0
55,59184.67,1840.23,5,2,17,0.031,0
55,45829.14,17541.18,18,1,2,0.383,0
59,16310.77,17252.76,3,1,9,1.058,1
47,82347.41,15841.7,12,4,6,0.192,0
46,74276.56,19263.62,14,1,2,0.259,0
34,63695.94,26052.22,8,2,27,0.409,0
37,49988.81,21663.78,2,0,18,0.433,1
38,61440.24,19251.48,1,0,12,0.313,0
49,47027.58,21031.32,15,0,29,0.447,0
40,30534.78,17011.81,17,2,3,0.557,1
47,69126.7,7436.47,17,4,9,0.108,0
38,48986.83,26603.65,5,2,5,0.543,1
24,60438.88,15820.67,17,1,0,0.262,0
21,47577.54,7432.49,10,3,5,0.156,0
21,59236.39,5976.17,6,3,7,0.101,0
46,49710.15,7657.61,22,3,27,0.154,0
40,48149.0,5138.36,22,0,14,0.107,0
43,50599.79,20351.08,13,2,7,0.402,0
30,109217.39,13599.11,17,2,21,0.125,0
31,66048.14,21208.04,6,0,5,0.321,0
61,101721.16,24355.79,9,1,28,0.239,0
61,49837.95,22286.26,7,3,18,0.447,1
25,43818.84,20072.19,23,3,13,0.458,0
21,28516.06,17300.23,13,0,1,0.607,1
37,82064.62,13477.1,17,3,6,0.164,0
42,31896.3,14010.83,4,4,7,0.439,1
54,86191.22,19674.91,13,2,9,0.228,0
61,29676.23,7309.48,21,3,12,0.246,0
49,67733.2,14568.92,24,3,29,0.215,0
24,18179.85,9057.26,21,4,21,0.498,1
25,41160.89,24383.86,21,1,20,0.592,1
31,50441.63,20736.46,9,1,19,0.411,1
41,38050.18,32099.64,14,4,0,0.844,1
55,46613.47,8938.39,5,1,8,0.192,0
32,46709.1,9796.21,8,0,26,0.21,0
46,66138.67,15460.01,9,4,9,0.234,0
39,10000.0,9196.33,22,2,19,0.92,0
27,38741.61,19300.96,16,2,1,0.498,1
27,75092.73,14592.37,0,2,19,0.194,0
46,61249.6,11091.75,13,3,28,0.181,0
60,75425.73,23700.84,3,4,10,0.314,1
25,65175.79,1000.0,1,4,4,0.015,0
41,28329.7,19336.91,2,1,17,0.683,1
34,63217.94,10590.94,6,4,6,0.168,0
24,52003.86,21534.05,22,4,2,0.414,1
43,95361.23,23450.05,13,1,29,0.246,0
62,66043.29,1000.0,11,4,15,0.015,0
40,60467.35,13307.02,18,4,14,0.22,0
35,63388.49,15465.53,17,0,7,0.244,0
49,59376.91,1000.0,14,1,19,0.017,0
28,58836.02,16822.01,0,0,27,0.286,0
61,44674.13,10775.58,24,3,26,0.241,0
39,60709.46,5354.18,2,1,4,0.088,0
59,68969.33,9796.09,24,4,2,0.142,0
48,71206.56,8413.49,14,4,28,0.118,0
47,68782.34,10433.14,3,0,26,0.152,0
24,80161.27,16480.99,14,0,4,0.206,0
35,72457.84,22849.97,9,3,8,0.315,0
55,62570.36,14377.31,5,3,26,0.23,0
57,27126.78,23822.06,12,4,15,0.878,1
21,27134.63,6632.34,6,2,28,0.244,0
23,45037.31,16223.11,21,3,13,0.36,0
44,50935.07,31852.89,0,4,17,0.625,1
47,77960.03,2275.48,21,3,6,0.029,0
60,10000.0,1969.94,10,1,14,0.197,0
56,29335.87,25239.77,13,0,25,0.86,0
54,46115.58,16764.2,5,4,7,0.364,0
49,30062.85,10188.0,4,3,2,0.339,1
44,34037.85,5962.61,18,0,10,0.175,0
44,40016.76,14712.09,18,2,19,0.368,0
62,31083.48,16068.63,12,3,28,0.517,0
24,34551.51,16108.22,6,4,26,0.466,1
23,77264.65,5884.42,7,1,25,0.076,0
54,62286.37,12304.41,13,0,17,0.198,0
43,65278.87,10455.34,18,0,14,0.16,0
43,49317.54,20171.55,18,1,9,0.409,0
25,70222.1,6356.4,22,4,28,0.091,0
51,66955.97,15608.22,11,2,24,0.233,0
61,61970.76,36073.81,22,1,2,0.582,1
26,36916.72,5810.16,8,2,14,0.157,0
57,41159.26,9021.9,13,4,24,0.219,0
30,71162.6,14249.1,5,3,28,0.2,0
60,39665.33,1000.0,14,3,22,0.025,0
27,24229.52,3585.38,12,4,5,0.148,0
59,39279.64,17485.54,6,2,10,0.445,1
58,81188.11,13594.64,10,1,27,0.167,0
41,39299.27,23437.66,9,4,10,0.596,1
40,56553.1,13095.0,0,4,18,0.232,1
23,37686.24,12390.85,6,3,26,0.329,0
42,65268.51,9377.03,17,1,22,0.144,0
24,60735.98,12257.24,22,3,26,0.202,0
48,20176.31,5307.3,2,2,29,0.263,0
32,55360.64,13820.27,8,2,2,0.25,0
58,16348.26,7229.95,4,0,12,0.442,0
56,38918.64,5313.88,22,4,26,0.137,0
61,49771.32,9884.34,23,1,21,0.199,0
25,86937.32,18609.22,12,1,7,0.214,0
33,56358.25,16138.04,15,3,20,0.286,0
43,34658.28,20340.85,15,3,10,0.587,1
50,43655.8,7614.11,11,1,10,0.174,0
57,68483.94,14894.43,17,3,12,0.217,0
45,34929.66,28614.34,10,0,2,0.819,1
47,71939.57,26180.12,16,4,5,0.364,1
34,39538.97,4802.9,6,0,23,0.121,0
56,31693.62,6932.77,14,2,9,0.219,0
59,40179.94,28579.76,5,1,18,0.711,1
36,17674.31,18612.4,5,0,11,1.053,1
42,10000.0,13474.16,17,0,28,1.347,1
41,48349.29,12580.71,18,3,13,0.26,0
41,48654.04,16819.68,19,3,10,0.346,0
28,55129.24,16919.95,18,3,26,0.307,0
36,48250.52,10734.71,1,2,20,0.222,0
51,96585.06,13694.4,2,0,24,0.142,0
62,53368.19,10454.23,13,4,29,0.196,0
30,22470.74,16349.92,21,3,29,0.728,1
52,27601.7,9099.46,24,2,25,0.33,0
54,50006.09,4858.03,3,2,9,0.097,0
29,41291.47,26803.01,21,3,2,0.649,1
37,25430.4,14443.4,16,1,12,0.568,0
31,48823.04,28576.44,5,0,27,0.585,1
52,49115.52,1000.0,18,3,26,0.02,0
30,81913.87,3404.22,8,4,17,0.042,0
42,31678.21,18734.36,3,0,26,0.591,0
37,41645.44,14450.14,6,2,12,0.347,0
24,81852.33,5738.48,3,4,29,0.07,0
45,56571.72,24091.96,10,0,23,0.426,0
41,31560.91,8040.85,21,4,13,0.255,0
57,35705.36,24588.41,22,2,29,0.689,0
58,25716.82,14436.52,1,3,13,0.561,1
21,51545.45,6440.56,9,4,6,0.125,0
45,70623.2,9650.09,5,3,11,0.137,0
56,82618.03,25977.22,7,2,24,0.314,0
37,20274.37,12618.02,14,2,3,0.622,1
61,67382.34,22778.73,12,4,15,0.338,0
44,53286.26,26203.52,21,4,18,0.492,0
22,44761.39,14356.61,1,2,9,0.321,1
60,41653.24,13214.46,19,4,15,0.317,0
35,11581.36,11760.25,0,4,4,1.015,1
52,62759.97,17816.78,14,4,26,0.284,0
59,23622.86,27047.44,6,4,15,1.145,1
26,35036.08,5183.71,23,0,0,0.148,0
21,58359.69,16753.22,17,2,4,0.287,0
43,13667.29,16407.04,9,2,12,1.2,1
59,23584.12,1000.0,14,1,12,0.042,0
37,74373.25,7900.27,4,3,2,0.106,0
54,52441.18,9539.67,23,1,16,0.182,0
61,36755.97,21112.24,10,4,18,0.574,1
49,52519.92,22511.61,7,4,4,0.429,1
29,63389.53,1000.0,20,0,4,0.016,0
33,72495.36,20113.62,7,0,14,0.277,0
26,27751.3,19079.42,5,0,9,0.688,1
26,29503.24,19627.09,14,0,11,0.665,1
40,62166.87,16221.97,14,0,23,0.261,0
23,62808.25,22603.52,4,0,10,0.36,0
37,23120.62,24372.17,12,0,0,1.054,1
32,30253.79,1929.07,13,0,22,0.064,0
21,46125.05,14610.21,10,0,20,0.317,0
37,50471.52,12964.09,19,2,2,0.257,0
23,51038.6,10418.02,20,0,3,0.204,0
46,22813.52,11363.94,11,3,18,0.498,0
35,50836.56,16494.27,19,0,23,0.324,0
56,35652.59,4627.13,0,4,19,0.13,0
52,26673.65,20364.98,2,4,2,0.763,1
52,49780.08,12047.02,7,0,17,0.242,0
24,47740.13,21997.17,22,0,2,0.461,0
38,66033.86,10040.55,11,4,6,0.152,0
39,32780.63,9607.09,14,3,21,0.293,0
63,54703.41,7436.29,22,1,25,0.136,0
55,18626.5,10085.16,2,2,27,0.541,0
60,44502.89,8588.56,24,4,28,0.193,0
34,59273.56,18477.98,21,0,20,0.312,0
53,60960.42,23376.86,7,2,23,0.383,0
34,61096.68,18102.94,23,0,26,0.296,0
54,66087.52,14380.62,18,1,0,0.218,0
24,41084.2,18895.1,19,1,18,0.46,0
44,59914.51,14708.64,5,4,17,0.245,0
49,87374.9,15228.59,17,2,1,0.174,0
39,40657.35,12546.89,10,2,27,0.309,0
